farmer_id,subcounty,ward,lat,lon,gender,hh_size,education_yrs,age,farm_size_ha,maize_area_ha,bean_area_ha,irrigation,land_tenure,seed_type,planting_week,fert_rate_kgha,extension_access,farmer_group,weeding_count,chirps_rain_mm,nasa_tmax_c,nasa_tmin_c,nasa_srad,ndvi_mean,soil_ph,soil_soc,soil_clay_pct,soil_sand_pct,maize_yield_tha,bean_yield_tha,perceived_yield_rating
F111,Mwingi North,Nguni,-0.62905,38.22805,0,8,10,44,1.04,0.7,0.14,0,1,0,43,0.0,0,0,2,221.2,31.44959344841634,22.0,21.67273821561331,0.34,6.09,10.5,39.4,46.6,1.33,0.768,3
F112,Mwingi North,Waita,-0.58664,38.03849,1,8,12,45,1.53,0.79,0.31,0,1,0,42,43.9,0,1,3,187.0,28.900824562032497,22.0,16.886399334062983,0.318,6.69,10.92,30.4,48.6,1.665,0.696,3
F113,Mwingi North,Nguni,-0.704,38.31113,0,5,16,46,1.68,1.02,0.27,0,2,0,42,0.0,0,0,2,226.6,32.99153201294294,18.17511501381847,15.299059020199188,0.233,6.14,11.67,47.8,32.7,1.075,0.919,3
F114,Mwingi North,Waita,-0.69111,38.16868,1,3,8,34,1.47,1.05,0.14,0,1,0,43,0.0,0,1,4,231.0,31.68574877123339,16.832319683539563,22.13633940839854,0.359,6.17,9.18,42.0,34.9,1.454,0.871,3
F115,Mwingi North,Tharaka,-0.77684,38.1071,0,4,8,43,1.13,0.63,0.15,0,1,0,42,33.6,1,0,2,254.0,31.274756623093083,21.535346433565156,21.640239635575018,0.328,5.22,3.87,29.6,59.2,1.7,0.564,4
F116,Mwingi North,Waita,-0.71403,38.14393,0,6,8,48,0.92,0.52,0.18,0,3,1,45,0.0,0,0,2,243.2,31.04792969520318,17.881177752607535,20.937651918876103,0.277,6.33,15.76,32.8,43.5,1.425,1.01,3
F117,Mwingi North,Tharaka,-0.54371,38.08915,0,8,8,28,1.03,0.52,0.13,0,2,0,42,0.0,0,1,3,195.1,30.961133485846226,18.789871114063136,17.467802422751518,0.406,5.96,13.26,22.8,62.8,1.507,0.936,2
F118,Mwingi North,Waita,-0.6834,38.05136,0,7,8,45,2.83,1.79,0.35,0,1,0,45,51.4,1,0,3,236.4,34.05883269268462,20.691121521060982,20.40821347470994,0.31,5.77,13.96,25.5,57.1,1.711,0.802,2
F119,Mwingi North,Tharaka,-0.68225,38.12076,1,6,8,51,0.74,0.57,0.1,0,1,1,43,27.6,1,1,2,325.1,32.99233220642726,18.223679365172245,17.691637078141337,0.409,5.67,9.92,41.9,41.5,2.156,1.332,3
F120,Mwingi North,Waita,-0.63776,38.1885,0,4,7,38,0.81,0.42,0.15,0,1,0,44,32.4,1,1,2,319.8,32.06447533761283,18.066102349429997,21.156954715052404,0.404,5.58,24.66,29.7,48.9,2.1,0.945,4
F121,Mwingi North,Tseikuru,-0.77286,38.05355,0,6,4,56,0.79,0.44,0.1,1,1,0,44,46.4,1,0,1,280.5,30.08387447093806,16.209689041030607,21.956642268180854,0.403,6.3,45.0,56.0,27.7,2.208,1.7,4
F122,Mwingi North,Waita,-0.59382,38.03778,0,3,0,38,1.29,0.77,0.19,0,1,0,43,0.0,0,0,1,289.8,32.12843468854658,17.365022427671573,18.141318102926164,0.499,5.79,10.84,38.7,37.1,1.588,1.129,3
F123,Mwingi North,Waita,-0.57135,38.06445,0,6,7,33,0.52,0.37,0.1,0,3,1,42,27.7,0,0,2,352.7,33.07338128672006,18.030614276739076,22.32952540303856,0.408,5.6,33.11,24.5,52.0,1.932,1.261,3
F124,Mwingi North,Tseikuru,-0.63359,38.1952,1,5,0,50,0.57,0.39,0.1,0,1,0,42,0.0,0,0,2,285.7,33.15703978617088,16.2705862597376,19.787130998906775,0.392,5.49,19.75,26.6,50.3,1.524,1.035,3
F125,Mwingi North,Nguni,-0.54441,38.24526,0,5,8,68,1.04,0.65,0.17,0,1,0,42,0.0,1,0,2,289.0,32.85394564258189,16.43371552722312,20.729683031104962,0.416,5.87,16.74,48.5,40.4,1.598,1.147,3
F126,Mwingi West,Nuu,-0.93139,37.83435,1,3,7,45,0.59,0.43,0.1,0,2,0,45,27.1,0,0,1,179.6,30.47029613297944,18.560482369959182,16.22591659077299,0.268,5.56,13.85,37.2,40.0,0.955,0.487,2
F127,Mwingi West,Nuu,-0.84305,37.88247,0,7,12,51,0.62,0.42,0.1,0,1,1,44,0.0,0,0,3,199.9,28.0,15.170532537790471,20.08053626488725,0.314,5.46,15.77,47.9,30.4,1.382,0.985,3
F128,Mwingi West,Kauwi,-0.91435,37.92254,1,8,0,37,0.59,0.45,0.1,0,1,0,42,0.0,0,0,3,248.5,36.45916127211425,16.917506571881603,17.81103903146333,0.403,5.15,29.22,34.3,54.1,1.504,1.198,3
F129,Mwingi West,Ikutha,-0.84876,37.98661,1,5,7,29,0.75,0.56,0.1,0,1,1,41,0.0,0,1,4,213.7,29.61879887696123,22.0,20.686583635035433,0.305,6.08,9.31,32.4,56.0,1.797,0.903,3
F130,Mwingi West,Mui,-0.91626,37.95557,1,2,10,45,1.79,1.03,0.33,0,0,0,42,0.0,0,1,2,205.1,28.177092490932736,17.87815643514787,23.167906674128155,0.318,5.64,14.33,49.2,39.3,1.712,0.882,4
F131,Mwingi West,Kauwi,-0.93679,38.02868,1,8,8,47,2.03,1.18,0.25,0,3,1,43,0.0,1,1,3,210.3,32.78713434860901,17.65269786523307,20.22380052329088,0.318,5.27,30.71,29.4,60.4,1.62,1.053,3
F132,Mwingi West,Nuu,-0.78526,37.98789,0,8,0,39,3.44,1.85,0.49,0,0,1,43,0.0,0,0,3,185.9,28.741259292892416,17.87009749787329,17.247862733917042,0.312,5.59,26.89,42.9,38.9,1.347,1.146,3
F133,Mwingi West,Nuu,-0.83609,37.95435,0,3,12,51,3.37,2.03,0.34,0,1,0,44,42.9,1,1,2,214.4,30.729442753135253,17.898525713382202,21.066165229443968,0.355,5.92,9.38,35.9,39.5,1.616,0.824,4
F134,Mwingi West,Ikutha,-1.00752,38.13206,0,5,12,36,1.84,1.47,0.13,0,1,0,48,0.0,1,0,2,265.3,33.70747093677942,19.53476396570909,20.50447186446929,0.418,5.71,15.01,46.8,36.6,1.478,0.634,3
F135,Mwingi West,Nuu,-0.92681,37.9825,0,2,7,33,2.11,1.31,0.28,0,3,0,41,0.0,0,1,4,330.8,36.3999119906429,19.40875907572004,24.646504366000773,0.545,5.78,23.67,56.2,25.7,2.219,1.389,4
F136,Mwingi West,Mui,-0.8277,37.91544,1,4,7,56,1.29,0.73,0.16,0,1,0,43,0.0,0,1,2,285.9,33.35252597819923,17.796634856483863,20.13491990225236,0.274,5.72,22.91,34.1,41.4,1.409,0.813,3
F137,Mwingi West,Ikutha,-0.9718,38.0988,1,5,16,56,1.59,1.16,0.12,0,0,1,42,61.4,0,0,2,278.6,31.533849604070863,18.115092638351705,18.036312521939827,0.392,5.19,26.78,32.5,53.7,1.855,1.519,3
F138,Mwingi West,Nuu,-0.85376,38.04603,0,6,8,36,3.49,2.31,0.5,0,0,0,42,0.0,0,1,2,176.9,32.38687698030495,20.862991612382107,21.426603064115945,0.241,6.08,19.93,44.7,32.4,1.26,0.858,3
F139,Mwingi West,Ikutha,-0.85998,38.09529,0,4,8,64,1.47,0.8,0.2,0,1,0,41,20.1,1,1,1,255.4,28.521110894215212,15.78145144195355,19.180804819236016,0.361,5.02,21.67,27.2,54.6,1.077,0.773,3
F140,Mwingi West,Nuu,-0.94195,37.94113,0,7,12,40,2.26,1.39,0.28,0,1,0,41,0.0,0,1,3,247.0,31.50834535983667,18.396352370212302,19.700627474279436,0.416,5.88,19.52,54.2,27.3,1.784,1.147,3
F141,Mwingi West,Nuu,-0.90053,38.0281,1,4,7,45,0.72,0.45,0.1,0,1,1,45,28.8,0,1,2,263.1,31.510480471360722,18.74344377263222,17.17880992406112,0.447,5.95,36.23,52.5,32.4,1.619,1.313,3
F142,Mwingi West,Nuu,-1.0254,37.83377,1,8,8,42,0.83,0.6,0.1,0,1,0,42,32.9,0,0,2,233.8,32.8373230567018,17.10197085182159,19.193912967991466,0.423,5.61,13.32,28.0,53.6,1.22,0.962,2
F143,Mwingi West,Mui,-0.79377,38.01272,0,2,7,50,1.42,0.72,0.21,0,0,0,43,34.1,1,0,2,324.8,36.7728171479263,18.292754113715663,19.57701174372609,0.504,5.84,16.85,22.2,65.0,1.939,1.135,3
F144,Mwingi West,Mui,-0.91855,37.93738,1,5,12,47,1.3,0.75,0.18,0,2,0,45,25.6,1,0,2,252.4,28.239050364789072,16.85898237055661,19.179128310657806,0.368,5.59,9.9,26.4,52.1,1.319,0.571,3
F145,Mwingi West,Ikutha,-0.85177,37.8416,1,7,8,47,0.85,0.56,0.1,0,1,1,44,0.0,1,1,2,256.8,31.60310925453613,19.646904327262707,18.022781593922947,0.451,5.85,8.97,26.5,59.2,2.155,1.217,4
F146,Mwingi West,Nuu,-0.86317,38.03261,0,6,8,31,4.5,2.61,0.84,0,1,0,41,0.0,1,0,2,161.7,28.466279003217938,16.091228020092117,20.22057282586324,0.375,6.1,19.35,46.0,30.7,1.399,0.588,3
F147,Mwingi West,Nuu,-0.81853,37.80519,1,7,7,23,1.32,0.91,0.11,0,1,0,43,0.0,0,1,3,245.2,31.392598994848882,20.412200592356108,17.191318957895415,0.378,5.38,11.45,53.5,31.0,1.409,0.731,3
F148,Mwingi West,Mui,-0.926,37.79698,1,6,7,57,0.94,0.61,0.13,0,3,0,42,20.5,1,0,1,301.7,30.597875289540415,18.368050717238795,16.602513498690012,0.48,5.97,15.98,45.9,42.0,1.572,1.263,3
F149,Mwingi West,Nuu,-0.88777,37.979,0,2,8,37,1.3,0.79,0.16,0,1,0,44,47.7,0,0,2,275.0,29.21243812349692,17.69353905301932,21.2738404268161,0.4,6.38,36.92,35.6,44.0,1.556,1.088,3
F150,Mwingi West,Mui,-0.86645,37.99571,0,4,10,43,1.21,0.95,0.1,0,3,0,44,0.0,1,0,3,153.0,34.508802467165516,16.691545220622306,21.04437544521821,0.358,5.81,35.87,41.4,46.1,1.219,0.851,3
F151,Mwingi West,Nuu,-0.84765,38.02764,0,9,8,47,1.33,0.92,0.16,0,2,1,43,0.0,1,1,2,229.8,33.06242494847095,20.355184032777437,16.23098879829912,0.349,5.5,45.0,29.3,49.4,1.812,1.044,3
F152,Mwingi West,Ikutha,-0.83074,38.00936,0,3,0,63,0.5,0.27,0.1,0,0,1,42,57.7,0,0,3,327.9,34.2508823852389,17.326648158738873,15.0,0.415,6.61,37.29,49.0,26.5,2.168,1.488,4
F153,Mwingi West,Nuu,-0.92864,38.06813,1,6,12,45,2.44,1.63,0.34,0,3,0,44,10.2,1,0,3,243.2,31.330361585731513,16.39895259290993,16.97814488650858,0.313,5.74,45.0,42.3,36.0,1.559,1.051,3
F154,Mwingi West,Nuu,-0.93985,38.00602,1,2,0,39,2.51,1.84,0.29,0,1,1,41,23.6,1,0,3,264.5,32.34442375328382,20.392633974214615,19.179252513817005,0.379,5.79,20.46,45.7,44.0,1.952,1.098,3
F155,Mwingi West,Kauwi,-0.81839,37.93942,0,6,14,37,2.69,1.92,0.32,0,0,0,41,0.0,0,0,1,322.9,36.00820941067589,16.872249535709614,22.385873936913764,0.445,5.8,10.47,30.7,50.3,1.602,1.327,4
F156,Mwingi West,Mui,-1.02222,37.94411,0,5,0,43,1.43,0.79,0.13,0,2,1,42,0.0,1,0,1,243.0,32.49401557075995,18.329931834539924,19.1181385804687,0.321,5.88,9.97,36.3,43.3,1.91,1.002,4
F157,Mwingi West,Nuu,-0.8058,37.92742,0,3,10,33,1.72,1.36,0.14,0,2,1,41,50.8,0,1,2,285.6,34.27750440815077,19.973846796327074,17.576597378179923,0.395,5.56,33.05,45.3,32.3,1.836,1.539,3
F158,Mwingi West,Nuu,-0.91814,37.97364,0,6,4,44,0.74,0.47,0.1,0,1,0,42,31.6,0,0,2,268.5,31.141596134023196,18.784323685005717,19.871465572707653,0.365,5.78,16.87,52.4,36.8,1.343,1.027,2
F159,Mwingi West,Kauwi,-0.90027,37.86221,1,3,14,43,1.89,1.04,0.36,0,1,1,44,0.0,0,0,3,278.1,34.07523815540137,21.615532782565953,19.21495971187605,0.346,6.08,17.52,31.9,50.9,1.879,0.931,3
F160,Mwingi West,Kauwi,-0.94094,37.97727,0,8,8,63,1.38,0.76,0.22,0,1,0,46,64.7,0,1,3,267.1,31.292377408428337,16.99708933708218,16.047481731367505,0.442,5.55,12.5,45.8,36.2,1.237,0.754,2
F161,Mwingi West,Mui,-0.90289,37.94309,0,3,4,42,0.93,0.49,0.18,0,2,0,42,64.3,1,1,3,225.4,28.32787077266872,18.121079594120467,16.062342787703223,0.413,5.53,13.27,30.9,56.6,2.017,1.001,3
F162,Mwingi West,Kauwi,-0.82373,37.97205,0,4,7,20,1.93,1.43,0.16,0,1,0,42,57.6,1,1,3,229.8,32.48331764657371,18.26027934751817,16.129506244711767,0.408,5.58,19.92,59.2,26.0,1.786,1.169,4
F163,Mwingi West,Ikutha,-0.85375,37.9723,1,7,4,75,1.97,1.06,0.3,0,1,0,42,28.3,1,0,3,211.5,31.465333086271283,19.61822291463319,25.0,0.336,5.26,9.7,33.9,49.5,1.382,1.042,2
F164,Mwingi West,Kauwi,-0.87044,37.75382,0,2,4,55,1.24,0.67,0.13,0,0,1,42,24.5,0,1,2,176.2,28.925481009326024,20.819521630108568,21.649953600684032,0.307,5.43,18.7,44.4,33.1,1.676,1.011,3
F165,Mwingi West,Ikutha,-0.89467,37.8779,1,8,14,68,1.52,1.15,0.15,0,1,1,40,0.0,1,1,2,306.0,32.92128427368098,18.632509717331654,18.015709853661594,0.372,5.41,35.01,39.7,36.4,2.0,1.089,4
F166,Kitui West,Kisasi,-1.06546,37.96414,0,8,8,30,0.68,0.41,0.1,0,3,0,45,0.0,0,1,3,280.5,30.534241733102693,18.25220510535149,22.27066705707233,0.423,6.1,5.66,60.0,20.6,1.566,0.945,3
F167,Kitui West,Mbitini,-0.95716,37.98232,1,5,12,41,2.37,1.21,0.38,0,1,1,42,0.0,1,0,2,333.7,37.0,15.830614637906242,18.07985928084634,0.459,6.43,7.61,40.3,43.8,2.458,1.242,4
F168,Kitui West,Mutonguni,-1.07311,37.90965,1,8,8,52,0.73,0.38,0.14,1,3,1,42,0.0,0,1,1,350.4,29.27822708648993,18.70228614163405,22.187950992434324,0.608,6.68,23.05,32.8,53.4,2.653,1.883,5
F169,Kitui West,Kisasi,-0.98692,38.07386,0,5,10,50,0.81,0.44,0.13,0,1,0,40,25.0,0,1,2,282.4,29.831565126609693,17.329459982006384,19.700766142673636,0.459,6.12,32.52,44.4,30.9,1.842,1.048,3
F170,Kitui West,Mutonguni,-1.0698,37.90764,0,2,4,47,1.24,0.7,0.14,0,2,0,45,0.0,1,0,3,220.9,34.41301243462514,19.613185359077786,17.852871875506757,0.365,6.28,12.87,44.2,31.1,1.176,0.504,2
F171,Kitui West,Mbitini,-1.01081,37.89873,1,3,7,20,2.21,1.55,0.23,0,1,0,44,58.7,0,0,1,271.2,32.20735186259181,17.76256845940755,21.199550864572423,0.392,6.2,6.05,36.4,39.7,1.565,1.154,2
F172,Kitui West,Kauwi,-1.01841,37.8967,1,5,12,23,2.21,1.21,0.3,0,1,1,46,0.0,0,1,3,249.8,34.36824508037688,18.066851502133872,19.84379893180921,0.425,5.26,33.65,27.1,51.1,1.502,1.044,2
F173,Kitui West,Kisasi,-1.07003,37.87292,0,4,16,62,1.19,0.64,0.17,0,1,1,44,0.0,0,1,3,190.9,33.33686031857538,15.871517573749575,20.495669430448313,0.276,5.64,10.96,32.7,52.4,1.199,0.87,3
F174,Kitui West,Mutonguni,-1.14122,37.89087,0,6,7,64,1.83,1.33,0.1,0,1,0,42,34.3,0,0,2,257.4,31.218924318551398,15.23938624922743,20.038767557960274,0.439,6.4,13.73,46.8,30.9,1.711,1.228,3
F175,Kitui West,Mutonguni,-1.09615,37.82961,1,5,7,42,0.47,0.33,0.1,0,1,1,42,32.6,0,1,1,276.8,29.46599673522481,21.8497766723305,20.01253693217732,0.345,6.44,19.29,20.5,63.4,1.951,1.542,3
F176,Kitui West,Kisasi,-0.99066,37.91659,1,5,8,60,0.81,0.51,0.1,0,3,0,43,18.0,0,0,2,251.1,34.856382777601674,18.733431037217496,21.501384720216862,0.348,6.43,11.78,35.5,49.6,1.102,1.039,2
F177,Kitui West,Kauwi,-1.02733,37.93402,0,6,16,31,0.82,0.55,0.1,0,1,0,42,15.5,0,0,3,245.3,29.66540959170354,19.227803859735097,25.0,0.279,6.03,10.61,47.9,30.9,0.981,0.921,2
F178,Kitui West,Kauwi,-1.10602,37.7702,1,7,7,34,2.38,1.41,0.2,0,1,0,43,44.9,0,1,3,222.5,33.729593114561155,16.857869066271043,22.621979751373896,0.381,5.3,10.71,37.1,51.7,1.385,0.901,3
F179,Kitui West,Kauwi,-1.10054,37.92286,0,6,8,30,1.72,1.11,0.18,0,0,0,40,0.0,1,0,3,288.8,34.52179726596507,20.075942492921502,20.049112900707613,0.422,5.69,41.64,59.7,29.6,1.976,1.105,3
F180,Kitui West,Mbitini,-1.18385,37.93295,1,7,12,33,1.33,0.87,0.2,0,1,0,41,0.0,0,0,2,364.1,32.220780831134086,19.75125181262785,18.723482712751068,0.45,5.75,29.37,20.6,62.7,1.756,1.282,3
F181,Kitui West,Mutonguni,-0.99334,37.96602,0,3,0,52,1.4,0.86,0.12,0,1,0,43,64.7,1,1,1,337.5,31.830875421486834,17.055631050038944,18.99816270499502,0.407,6.35,21.92,28.4,54.9,1.817,1.257,3
F182,Kitui West,Mutonguni,-1.02684,38.01432,0,2,0,33,2.84,2.19,0.21,0,2,0,43,22.2,1,0,1,309.4,30.335802569745756,16.592890215478302,16.359676763473875,0.497,5.96,5.51,15.0,61.6,2.039,1.018,3
F183,Kitui West,Mutonguni,-1.08822,37.98959,0,3,8,70,1.09,0.55,0.21,0,3,0,44,110.6,0,0,3,310.4,33.518033976749464,17.18145016911091,21.16135885638304,0.423,6.78,21.96,57.9,30.2,2.001,1.146,3
F184,Kitui West,Mbitini,-1.06799,37.88657,1,2,14,49,0.58,0.43,0.1,0,0,0,41,0.0,1,1,2,274.0,28.0,18.4490912323272,16.962693270854142,0.358,6.69,21.37,28.6,59.6,1.959,1.04,2
F185,Kitui West,Mutonguni,-1.21025,37.87845,0,7,7,57,2.18,1.17,0.39,1,1,1,43,60.0,1,1,2,198.8,34.074597945924985,18.800792605652404,18.568864219876843,0.425,6.77,8.68,18.1,65.0,2.656,1.405,3
F186,Kitui West,Mbitini,-1.1092,37.97057,0,3,8,49,1.32,0.98,0.13,0,1,0,41,42.7,1,1,2,263.4,32.76284795014657,18.56910921482957,21.175871757255,0.354,5.73,18.72,31.9,57.7,1.877,1.067,3
F187,Kitui West,Kauwi,-0.99993,37.89169,0,4,8,58,2.02,1.38,0.26,0,1,1,41,67.8,0,1,1,236.4,32.0098054606167,20.837714195552365,18.906686740508686,0.42,6.3,27.82,24.1,64.8,2.088,1.116,3
F188,Kitui West,Kisasi,-1.02111,37.84404,0,5,8,33,1.17,0.88,0.1,0,1,0,42,17.0,0,0,2,287.0,33.033065004260465,17.213077669827094,18.269280023676867,0.351,5.91,21.86,32.0,48.1,1.436,1.274,3
F189,Kitui West,Mutonguni,-1.06016,38.09619,1,7,8,61,0.75,0.4,0.14,0,2,0,41,132.2,1,1,2,335.5,29.478175937749317,16.544008416147946,16.50629828473589,0.434,6.23,11.7,38.4,45.1,1.765,1.384,3
F190,Kitui West,Mutonguni,-1.08088,37.90825,0,5,8,45,1.49,0.99,0.1,0,1,1,42,0.0,1,0,2,368.8,28.0,18.500178239333277,22.51331683076203,0.507,5.78,16.55,46.0,32.5,2.218,1.484,4
F191,Kitui West,Kauwi,-1.03222,37.88614,0,6,8,58,1.2,0.78,0.18,0,0,0,42,0.0,1,1,1,282.9,33.530865153898716,15.452447331504297,17.416945336367803,0.402,6.59,23.69,36.3,38.8,1.982,1.168,3
F192,Kitui West,Kisasi,-1.09688,37.77655,1,7,8,26,1.33,0.95,0.12,0,2,0,42,0.0,0,0,3,205.0,35.39640157880632,19.75232749731911,18.035310432630126,0.347,5.79,16.94,38.3,41.8,1.229,0.848,2
F193,Kitui West,Mbitini,-1.17988,37.9896,0,3,8,46,2.91,1.92,0.33,0,1,1,41,23.0,1,1,3,282.8,28.673315661739178,18.67633387605703,15.020676450415348,0.378,5.32,30.79,32.2,57.0,2.006,1.357,3
F194,Kitui West,Kisasi,-1.08037,37.86084,0,6,8,45,0.65,0.43,0.1,0,2,0,41,0.0,1,0,2,284.0,30.184543830607893,17.891531526362098,19.45034738048025,0.326,6.91,20.04,22.9,65.0,1.29,0.828,3
F195,Kitui West,Kauwi,-1.05581,37.932,0,8,12,36,1.4,0.88,0.2,0,1,0,41,0.0,0,0,3,310.5,34.15511476466036,17.79160482815155,18.6667627840961,0.503,6.28,23.96,19.5,57.3,1.651,1.402,3
F196,Kitui West,Kauwi,-1.01264,37.9978,0,3,0,47,0.76,0.45,0.1,0,1,0,41,76.6,0,1,2,279.1,33.28955747188308,20.13799240781822,19.954644792421032,0.377,5.67,24.8,34.4,47.7,1.622,1.197,3
F197,Kitui West,Kisasi,-1.16647,37.86194,0,6,12,62,0.29,0.19,0.1,0,3,0,43,21.0,0,1,2,283.0,37.0,20.080666283609357,16.563420807606064,0.419,6.04,9.65,38.8,38.8,1.789,1.148,2
F198,Kitui West,Mbitini,-1.08737,37.93556,0,6,12,35,1.17,0.63,0.22,0,3,0,42,33.9,1,1,3,251.6,34.866446431416975,18.056530654855965,21.33545198383784,0.412,5.87,16.86,33.6,43.6,1.778,1.052,4
F199,Kitui West,Mbitini,-1.08452,38.03667,1,3,7,55,1.22,0.96,0.1,0,2,0,42,0.0,1,0,3,266.0,34.33793383816471,19.56518388240418,15.0,0.405,6.1,13.93,19.9,56.2,1.621,0.837,3
F200,Kitui West,Mutonguni,-1.14608,37.75803,0,5,8,30,1.69,1.21,0.19,0,1,1,42,53.0,1,0,3,303.1,30.819664860011258,20.05406683131261,19.269556250043987,0.387,6.42,27.71,40.0,35.8,2.498,1.548,4
